ADM0_NAME,M49Code,period,number_of_bad_lakes,number_of_good_lakes,bad_percentage,total_lakes
Papua New Guinea,598.0,2020,0.0,0.0,0.0,7
Papua New Guinea,598.0,2021,0.0,0.0,0.0,7
Paraguay,600.0,2017,2.0,2.0,50.0,4
Paraguay,600.0,2018,2.0,2.0,50.0,4
Paraguay,600.0,2019,1.0,3.0,25.0,4
Paraguay,600.0,2020,1.0,3.0,25.0,4
Paraguay,600.0,2021,2.0,2.0,50.0,4
Peru,604.0,2017,3.0,6.0,33.33333333333333,9
Peru,604.0,2018,2.0,7.0,22.22222222222222,9
Peru,604.0,2019,3.0,6.0,33.33333333333333,9
Peru,604.0,2020,3.0,6.0,33.33333333333333,9
Peru,604.0,2021,1.0,8.0,11.11111111111111,9
Philippines,608.0,2017,0.0,0.0,0.0,6
Philippines,608.0,2018,0.0,0.0,0.0,6
Philippines,608.0,2019,0.0,0.0,0.0,6
Philippines,608.0,2020,0.0,0.0,0.0,6
Philippines,608.0,2021,0.0,0.0,0.0,6
Poland,616.0,2017,1.0,12.0,7.6923076923076925,13
Poland,616.0,2018,0.0,0.0,0.0,13
Poland,616.0,2019,4.0,9.0,30.76923076923077,13
Poland,616.0,2020,1.0,12.0,7.6923076923076925,13
Poland,616.0,2021,3.0,10.0,23.07692307692308,13
Portugal,620.0,2017,0.0,0.0,0.0,1
Portugal,620.0,2018,0.0,0.0,0.0,1
Portugal,620.0,2019,0.0,0.0,0.0,1
Portugal,620.0,2020,0.0,0.0,0.0,1
Portugal,620.0,2021,0.0,0.0,0.0,1
Romania,642.0,2017,2.0,22.0,8.333333333333332,24
Romania,642.0,2018,0.0,0.0,0.0,24
Romania,642.0,2019,0.0,0.0,0.0,24
Romania,642.0,2020,0.0,0.0,0.0,24
Romania,642.0,2021,1.0,23.0,4.166666666666666,24
Russian Federation,643.0,2017,92.0,392.0,19.00826446280992,484
Russian Federation,643.0,2018,114.0,370.0,23.553719008264466,484
Russian Federation,643.0,2019,158.0,326.0,32.64462809917356,484
Russian Federation,643.0,2020,71.0,413.0,14.669421487603309,484
Russian Federation,643.0,2021,100.0,384.0,20.66115702479339,484
Rwanda,646.0,2017,1.0,6.0,14.285714285714285,7
Rwanda,646.0,2018,1.0,6.0,14.285714285714285,7
Rwanda,646.0,2019,1.0,6.0,14.285714285714285,7
Rwanda,646.0,2020,1.0,6.0,14.285714285714285,7
Rwanda,646.0,2021,1.0,6.0,14.285714285714285,7
Senegal,686.0,2017,1.0,1.0,50.0,2
Senegal,686.0,2018,1.0,1.0,50.0,2
Senegal,686.0,2019,1.0,1.0,50.0,2
Senegal,686.0,2020,1.0,1.0,50.0,2
Senegal,686.0,2021,1.0,1.0,50.0,2
Sierra Leone,694.0,2017,0.0,0.0,0.0,1
Sierra Leone,694.0,2018,0.0,0.0,0.0,1
Sierra Leone,694.0,2019,0.0,0.0,0.0,1
Sierra Leone,694.0,2020,0.0,0.0,0.0,1
Sierra Leone,694.0,2021,0.0,0.0,0.0,1
Slovakia,703.0,2017,0.0,0.0,0.0,1
Slovakia,703.0,2018,0.0,0.0,0.0,1
Slovakia,703.0,2019,0.0,0.0,0.0,1
Slovakia,703.0,2020,0.0,0.0,0.0,1
Slovakia,703.0,2021,0.0,0.0,0.0,1
Somalia,706.0,2017,0.0,0.0,0.0,1
Somalia,706.0,2018,0.0,0.0,0.0,1
Somalia,706.0,2019,0.0,0.0,0.0,1
Somalia,706.0,2020,0.0,0.0,0.0,1
Somalia,706.0,2021,0.0,0.0,0.0,1
South Africa,710.0,2017,5.0,17.0,22.727272727272727,22
South Africa,710.0,2018,4.0,18.0,18.181818181818183,22
South Africa,710.0,2019,3.0,19.0,13.636363636363637,22
South Africa,710.0,2020,4.0,18.0,18.181818181818183,22
South Africa,710.0,2021,4.0,18.0,18.181818181818183,22
South Sudan,728.0,2017,0.0,0.0,0.0,4
South Sudan,728.0,2018,0.0,0.0,0.0,4
South Sudan,728.0,2019,0.0,0.0,0.0,4
South Sudan,728.0,2020,0.0,0.0,0.0,4
South Sudan,728.0,2021,0.0,0.0,0.0,4
Spain,724.0,2017,2.0,14.0,12.5,16
Spain,724.0,2018,2.0,14.0,12.5,16
Spain,724.0,2019,1.0,15.0,6.25,16
Spain,724.0,2020,5.0,11.0,31.25,16
Spain,724.0,2021,7.0,9.0,43.75,16
Sri Lanka,144.0,2017,1.0,1.0,50.0,2
Sri Lanka,144.0,2018,1.0,1.0,50.0,2
Sri Lanka,144.0,2019,1.0,1.0,50.0,2
Sri Lanka,144.0,2020,0.0,0.0,0.0,2
Sri Lanka,144.0,2021,0.0,0.0,0.0,2
Sudan,729.0,2017,2.0,3.0,40.0,5
Sudan,729.0,2018,0.0,0.0,0.0,5
Sudan,729.0,2019,0.0,0.0,0.0,5
Sudan,729.0,2020,0.0,0.0,0.0,5
Sudan,729.0,2021,0.0,0.0,0.0,5
Suriname,740.0,2017,0.0,0.0,0.0,1
Suriname,740.0,2018,0.0,0.0,0.0,1
Suriname,740.0,2019,0.0,0.0,0.0,1
Suriname,740.0,2020,1.0,0.0,100.0,1
Suriname,740.0,2021,0.0,0.0,0.0,1
Sweden,752.0,2017,26.0,123.0,17.449664429530202,149
Sweden,752.0,2018,32.0,117.0,21.47651006711409,149
Sweden,752.0,2019,101.0,48.0,67.78523489932886,149
Sweden,752.0,2020,35.0,114.0,23.48993288590604,149
Sweden,752.0,2021,56.0,93.0,37.58389261744966,149
Switzerland,756.0,2017,0.0,0.0,0.0,10
Switzerland,756.0,2018,0.0,0.0,0.0,10
Switzerland,756.0,2019,0.0,0.0,0.0,10
Switzerland,756.0,2020,0.0,0.0,0.0,10
Switzerland,756.0,2021,0.0,0.0,0.0,10
Syrian Arab Republic,760.0,2017,0.0,0.0,0.0,2
Syrian Arab Republic,760.0,2018,0.0,0.0,0.0,2
Syrian Arab Republic,760.0,2019,0.0,0.0,0.0,2
Syrian Arab Republic,760.0,2020,0.0,0.0,0.0,2
Syrian Arab Republic,760.0,2021,0.0,0.0,0.0,2
Tajikistan,762.0,2017,0.0,0.0,0.0,4
Tajikistan,762.0,2018,0.0,0.0,0.0,4
Tajikistan,762.0,2019,0.0,0.0,0.0,4
Tajikistan,762.0,2020,0.0,0.0,0.0,4
Tajikistan,762.0,2021,0.0,0.0,0.0,4
Thailand,764.0,2017,0.0,0.0,0.0,12
Thailand,764.0,2018,0.0,0.0,0.0,12
Thailand,764.0,2019,1.0,11.0,8.333333333333332,12
Thailand,764.0,2020,2.0,10.0,16.666666666666664,12
Thailand,764.0,2021,2.0,10.0,16.666666666666664,12
Togo,768.0,2017,0.0,0.0,0.0,2
Togo,768.0,2018,0.0,0.0,0.0,2
Togo,768.0,2019,1.0,1.0,50.0,2
Togo,768.0,2020,1.0,1.0,50.0,2
Togo,768.0,2021,0.0,0.0,0.0,2
Tunisia,788.0,2017,3.0,3.0,50.0,6
Tunisia,788.0,2018,2.0,4.0,33.33333333333333,6
Tunisia,788.0,2019,4.0,2.0,66.66666666666666,6
Tunisia,788.0,2020,3.0,3.0,50.0,6
Tunisia,788.0,2021,3.0,3.0,50.0,6
Turkey,792.0,2017,1.0,29.0,3.333333333333333,30
Turkey,792.0,2018,1.0,29.0,3.333333333333333,30
Turkey,792.0,2019,1.0,29.0,3.333333333333333,30
Turkey,792.0,2020,2.0,28.0,6.666666666666667,30
Turkey,792.0,2021,1.0,29.0,3.333333333333333,30
Turkmenistan,795.0,2017,1.0,5.0,16.666666666666664,6
Turkmenistan,795.0,2018,3.0,3.0,50.0,6
Turkmenistan,795.0,2019,1.0,5.0,16.666666666666664,6
Turkmenistan,795.0,2020,2.0,4.0,33.33333333333333,6
Turkmenistan,795.0,2021,2.0,4.0,33.33333333333333,6
Uganda,800.0,2017,1.0,13.0,7.142857142857142,14
Uganda,800.0,2018,0.0,0.0,0.0,14
Uganda,800.0,2019,1.0,13.0,7.142857142857142,14
Uganda,800.0,2020,0.0,0.0,0.0,14
Uganda,800.0,2021,0.0,0.0,0.0,14
Ukraine,804.0,2017,1.0,27.0,3.571428571428571,28
Ukraine,804.0,2018,1.0,27.0,3.571428571428571,28
Ukraine,804.0,2019,4.0,24.0,14.285714285714285,28
Ukraine,804.0,2020,4.0,24.0,14.285714285714285,28
Ukraine,804.0,2021,5.0,23.0,17.857142857142858,28
United Kingdom of Great Britain & Northern Ireland,826.0,2017,5.0,16.0,23.809523809523807,21
United Kingdom of Great Britain & Northern Ireland,826.0,2018,4.0,17.0,19.047619047619047,21
United Kingdom of Great Britain & Northern Ireland,826.0,2019,11.0,10.0,52.38095238095239,21
United Kingdom of Great Britain & Northern Ireland,826.0,2020,6.0,15.0,28.57142857142857,21
United Kingdom of Great Britain & Northern Ireland,826.0,2021,12.0,9.0,57.14285714285714,21
United Republic of Tanzania,834.0,2017,4.0,19.0,17.391304347826086,23
United Republic of Tanzania,834.0,2018,6.0,17.0,26.08695652173913,23
United Republic of Tanzania,834.0,2019,5.0,18.0,21.73913043478261,23
United Republic of Tanzania,834.0,2020,8.0,15.0,34.78260869565217,23
United Republic of Tanzania,834.0,2021,8.0,15.0,34.78260869565217,23
United States of America,840.0,2017,32.0,311.0,9.329446064139942,343
United States of America,840.0,2018,30.0,313.0,8.746355685131196,343
United States of America,840.0,2019,79.0,264.0,23.03206997084548,343
United States of America,840.0,2020,48.0,295.0,13.994169096209912,343
United States of America,840.0,2021,39.0,304.0,11.370262390670554,343
Uruguay,858.0,2017,1.0,5.0,16.666666666666664,6
Uruguay,858.0,2018,2.0,4.0,33.33333333333333,6
Uruguay,858.0,2019,1.0,5.0,16.666666666666664,6
Uruguay,858.0,2020,1.0,5.0,16.666666666666664,6
Uruguay,858.0,2021,2.0,4.0,33.33333333333333,6
Uzbekistan,860.0,2017,3.0,9.0,25.0,12
Uzbekistan,860.0,2018,4.0,8.0,33.33333333333333,12
Uzbekistan,860.0,2019,3.0,9.0,25.0,12
Uzbekistan,860.0,2020,3.0,9.0,25.0,12
Uzbekistan,860.0,2021,3.0,9.0,25.0,12
Venezuela,862.0,2017,3.0,6.0,33.33333333333333,9
Venezuela,862.0,2018,1.0,8.0,11.11111111111111,9
Venezuela,862.0,2019,1.0,8.0,11.11111111111111,9
Venezuela,862.0,2020,2.0,7.0,22.22222222222222,9
Venezuela,862.0,2021,3.0,6.0,33.33333333333333,9
Viet Nam,704.0,2017,2.0,4.0,33.33333333333333,6
Viet Nam,704.0,2018,1.0,5.0,16.666666666666664,6
Viet Nam,704.0,2019,2.0,4.0,33.33333333333333,6
Viet Nam,704.0,2020,2.0,4.0,33.33333333333333,6
Viet Nam,704.0,2021,2.0,4.0,33.33333333333333,6
Zambia,894.0,2017,1.0,13.0,7.142857142857142,14
Zambia,894.0,2018,1.0,13.0,7.142857142857142,14
Zambia,894.0,2019,2.0,12.0,14.285714285714285,14
Zambia,894.0,2020,1.0,13.0,7.142857142857142,14
Zambia,894.0,2021,0.0,0.0,0.0,14
Zimbabwe,716.0,2017,5.0,4.0,55.55555555555556,9
Zimbabwe,716.0,2018,3.0,6.0,33.33333333333333,9
Zimbabwe,716.0,2019,3.0,6.0,33.33333333333333,9
Zimbabwe,716.0,2020,5.0,4.0,55.55555555555556,9
Zimbabwe,716.0,2021,5.0,4.0,55.55555555555556,9
